Fighter1,Fighter2,Winner?,Fight Method,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed F1R1,Total Strike Missed F1R1,Non-Sig. Strike Landed F1R1,Non-Sig. Strike Missed F1R1,Sig. Strike Landed F1R1,Sig. Strike Missed F1R1,Head F1R1,Body F1R1,Leg F1R1,Distance F1R1,Clinch F1R1,Ground F1R1,Knockdowns F1R1,TD Completed F1R1,TD Missed F1R1,Sub. Att F1R1,Rev. F1R1,Ctrl Time (Minutes) F1R1,Winner?,Total Strike Landed F2R1,Total Strike Missed F2R1,Non-Sig. Strike Landed F2R1,Non-Sig. Strike Missed F2R1,Sig. Strike Landed F2R1,Sig. Strike Missed F2R1,Head F2R1,Body F2R1,Leg F2R1,Distance F2R1,Clinch F2R1,Ground F2R1,Knockdowns F2R1,TD Completed F2R1,TD Missed F2R1,Sub. Att F2R1,Rev. F2R1,Ctrl Time (Minutes) F2R1,Total Strike Landed F1R2,Total Strike Missed F1R2,Non-Sig. Strike Landed F1R2,Non-Sig. Strike Missed F1R2,Sig. Strike Landed F1R2,Sig. Strike Missed F1R2,Head F1R2,Body F1R2,Leg F1R2,Distance F1R2,Clinch F1R2,Ground F1R2,Knockdowns F1R2,TD Completed F1R2,TD Missed F1R2,Sub. Att F1R2,Rev. F1R2,Ctrl Time (Minutes) F1R2,Total Strike Landed F2R2,Total Strike Missed F2R2,Non-Sig. Strike Landed F2R2,Non-Sig. Strike Missed F2R2,Sig. Strike Landed F2R2,Sig. Strike Missed F2R2,Head F2R2,Body F2R2,Leg F2R2,Distance F2R2,Clinch F2R2,Ground F2R2,Knockdowns F2R2,TD Completed F2R2,TD Missed F2R2,Sub. Att F2R2,Rev. F2R2,Ctrl Time (Minutes) F2R2,Total Strike Landed F1R3,Total Strike Missed F1R3,Non-Sig. Strike Landed F1R3,Non-Sig. Strike Missed F1R3,Sig. Strike Landed F1R3,Sig. Strike Missed F1R3,Head F1R3,Body F1R3,Leg F1R3,Distance F1R3,Clinch F1R3,Ground F1R3,Knockdowns F1R3,TD Completed F1R3,TD Missed F1R3,Sub. Att F1R3,Rev. F1R3,Ctrl Time (Minutes) F1R3,Total Strike Landed F2R3,Total Strike Missed F2R3,Non-Sig. Strike Landed F2R3,Non-Sig. Strike Missed F2R3,Sig. Strike Landed F2R3,Sig. Strike Missed F2R3,Head F2R3,Body F2R3,Leg F2R3,Distance F2R3,Clinch F2R3,Ground F2R3,Knockdowns F2R3,TD Completed F2R3,TD Missed F2R3,Sub. Att F2R3,Rev. F2R3,Ctrl Time (Minutes) F2R3,Total Strike Landed F1R4,Total Strike Missed F1R4,Non-Sig. Strike Landed F1R4,Non-Sig. Strike Missed F1R4,Sig. Strike Landed F1R4,Sig. Strike Missed F1R4,Head F1R4,Body F1R4,Leg F1R4,Distance F1R4,Clinch F1R4,Ground F1R4,Knockdowns F1R4,TD Completed F1R4,TD Missed F1R4,Sub. Att F1R4,Rev. F1R4,Ctrl Time (Minutes) F1R4,Total Strike Landed F2R4,Total Strike Missed F2R4,Non-Sig. Strike Landed F2R4,Non-Sig. Strike Missed F2R4,Sig. Strike Landed F2R4,Sig. Strike Missed F2R4,Head F2R4,Body F2R4,Leg F2R4,Distance F2R4,Clinch F2R4,Ground F2R4,Knockdowns F2R4,TD Completed F2R4,TD Missed F2R4,Sub. Att F2R4,Rev. F2R4,Ctrl Time (Minutes) F2R4,Total Strike Landed F1R5,Total Strike Missed F1R5,Non-Sig. Strike Landed F1R5,Non-Sig. Strike Missed F1R5,Sig. Strike Landed F1R5,Sig. Strike Missed F1R5,Head F1R5,Body F1R5,Leg F1R5,Distance F1R5,Clinch F1R5,Ground F1R5,Knockdowns F1R5,TD Completed F1R5,TD Missed F1R5,Sub. Att F1R5,Rev. F1R5,Ctrl Time (Minutes) F1R5,Total Strike Landed F2R5,Total Strike Missed F2R5,Non-Sig. Strike Landed F2R5,Non-Sig. Strike Missed F2R5,Sig. Strike Landed F2R5,Sig. Strike Missed F2R5,Head F2R5,Body F2R5,Leg F2R5,Distance F2R5,Clinch F2R5,Ground F2R5,Knockdowns F2R5,TD Completed F2R5,TD Missed F2R5,Sub. Att F2R5,Rev. F2R5,Ctrl Time (Minutes) F2R5
Matt Brown,Diego Sanchez,1,KO/TKO,3:44,3 Rnd (5-5-5),Dan Miragliotta,Elbow to Head At Distance,Welterweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,1,20,16,2,0,18,16,14,2,2,12,6,0,1,0,0,0,0,0.016666667,1,13,8,1,0,12,8,7,2,3,10,2,0,0,0,3,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Albini,Andrei Arlovski,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Bill Bookwalter,Derek Cleary 28 - 29. Chris Lee 27 - 30. Jeff Mullen 27 - 30.,Heavyweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,25,24,6,0,19,24,14,5,0,12,7,0,0,0,0,0,0,1.116666667,0,35,33,5,0,30,33,15,9,6,27,3,0,0,0,0,0,0,0,27,15,16,0,11,15,6,1,4,7,4,0,0,0,0,0,0,1.883333333,37,37,7,0,30,37,17,9,4,26,4,0,0,0,1,0,0,0,22,20,4,1,18,19,15,0,3,18,0,0,0,0,1,0,0,0.616666667,34,41,2,0,32,41,20,9,3,28,4,0,0,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Marquardt,Cezar Ferreira,0,Decision - Split,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Mullen 28 - 29. Chris Lee 29 - 28. Brian Costello 28 - 29.,Middleweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,8,10,0,0,8,10,4,1,3,8,0,0,0,0,1,0,0,0,0,16,13,0,0,16,13,4,2,10,16,0,0,0,0,0,0,0,0,21,17,1,0,20,17,11,6,3,14,6,0,1,0,1,0,0,0.416666667,18,20,0,0,18,20,8,3,7,17,1,0,0,0,1,0,0,0.3,22,4,14,2,8,2,7,1,0,1,1,6,0,0,0,0,0,0.266666667,62,6,49,5,13,1,2,10,1,2,0,11,0,2,1,0,0,4.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphael Assuncao,Matthew Lopez,1,KO/TKO,1:50,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,Bantamweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,19,55,1,0,18,55,10,2,6,17,1,0,0,0,0,0,0,0,1,18,25,0,0,18,25,8,6,4,18,0,0,0,1,0,0,0,0.3,21,35,1,0,20,35,11,3,6,20,0,0,0,0,0,0,0,0,13,28,2,0,11,28,6,3,2,11,0,0,0,0,2,0,0,0.183333333,8,18,0,0,8,18,3,1,4,8,0,0,1,0,0,0,0,0.016666667,5,6,0,0,5,6,2,3,0,5,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Lauzon,Clay Guida,0,KO/TKO,1:07,3 Rnd (5-5-5),Mike King,Punch to Head At Distance,Lightweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,1,1,6,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,31,17,7,1,24,16,20,1,3,6,0,18,1,0,0,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Dodson,Marlon Moraes,0,Decision - Split,5:00,3 Rnd (5-5-5),Bill Bookwalter,Chris Lee 27 - 30. Ron Rodriquez 30 - 27. Brian Costello 27 - 30.,Bantamweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,19,22,0,0,19,22,9,7,3,19,0,0,1,0,0,0,0,0.016666667,0,19,42,0,0,19,42,7,8,4,19,0,0,0,0,0,0,0,0,12,16,4,0,8,16,4,4,0,5,2,1,0,2,1,0,0,0.316666667,17,20,0,0,17,20,10,6,1,17,0,0,0,1,0,0,0,0.666666667,16,24,0,0,16,24,11,4,1,16,0,0,0,0,1,0,0,0.116666667,9,24,0,0,9,24,4,1,4,9,0,0,0,0,1,1,0,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatiana Suarez,Viviane Pereira,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mike King,Elvis Bello 27 - 30. Brian Costello 27 - 30. Jeff Mullen 26 - 30.,Women's Strawweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,44,18,23,8,21,10,15,2,4,4,2,15,0,1,1,0,0,3.95,1,24,13,16,7,8,6,6,1,1,4,2,2,0,0,0,1,0,0.1,52,21,23,4,29,17,23,3,3,3,0,26,0,2,0,0,0,4.416666667,29,16,27,14,2,2,2,0,0,0,0,2,0,0,0,0,0,0,48,14,27,6,21,8,7,9,5,4,1,16,0,1,0,0,0,4.116666667,16,6,13,4,3,2,2,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Northcutt,Michel Quinones,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Dan Miragliotta,Luc Belhumeur 27 - 30. Ron Rodriquez 27 - 30. Derek Cleary 27 - 30.,Lightweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,25,27,0,0,25,27,17,4,4,25,0,0,0,1,0,0,0,0.033333333,1,21,33,0,0,21,33,5,2,14,21,0,0,0,0,0,0,0,0,27,32,3,2,24,30,14,5,5,24,0,0,0,1,0,0,0,0.383333333,25,32,0,0,25,32,3,5,17,25,0,0,0,0,0,0,0,0,30,25,0,0,30,25,14,6,10,28,2,0,0,1,2,0,0,0.3,9,41,0,0,9,41,5,2,2,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Hill,Nina Nunes,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Ron Rodriquez 28 - 29. Brian Costello 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,38,45,1,1,37,44,21,4,12,37,0,0,0,0,0,0,0,0.133333333,0,41,48,0,0,41,48,27,2,12,40,1,0,0,0,0,0,0,0,37,39,0,0,37,39,24,7,6,32,5,0,0,0,0,0,0,0,54,60,2,0,52,60,28,12,12,49,3,0,0,0,1,0,0,0,33,41,0,1,33,40,23,7,3,30,3,0,0,0,0,0,0,0,51,58,1,0,50,58,26,9,15,46,3,1,0,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Court McGee,Sean Strickland,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Elvis Bello,Luc Belhumeur 27 - 30. Jeff Mullen 28 - 29. Derek Cleary 28 - 29.,Welterweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,29,83,5,0,24,83,5,8,11,24,0,0,0,0,0,0,0,0,0,25,84,0,0,25,84,25,0,0,25,0,0,0,1,0,0,0,0.416666667,34,85,12,0,22,85,5,5,12,22,0,0,0,0,6,0,0,0.633333333,31,54,0,0,31,54,30,1,0,31,0,0,0,0,0,0,0,0.05,41,37,25,7,16,30,9,2,5,13,3,0,0,0,5,0,0,1.05,53,41,31,3,22,38,22,0,0,9,1,12,0,2,0,1,0,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Collier,Marcel Fortuna,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Bill Bookwalter,Giovanni Lemm 27 - 30. Ron Rodriquez 28 - 29. Brian Costello 28 - 29.,Light Heavyweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,3,39,47,10,1,29,46,13,8,8,28,1,0,0,0,1,0,0,0.066666667,1,23,25,0,0,23,25,19,3,1,21,2,0,0,0,1,0,0,0.366666667,43,49,19,1,24,48,17,3,4,20,0,4,0,0,0,0,1,0.95,19,24,6,0,13,24,8,5,0,12,1,0,0,1,2,1,0,0.716666667,42,59,1,0,41,59,25,8,8,40,1,0,0,0,1,0,1,0.166666667,23,32,0,0,23,32,22,1,0,21,2,0,0,0,5,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Stewart,Karl Roberson,0,Submission,3:41,3 Rnd (5-5-5),Mike King,Rear Naked Choke,Middleweight Bout,UFC Fight Night: Poirier vs. Pettis,"Norfolk, Virginia, USA",11/11/17,1,6,14,0,0,6,14,3,0,3,4,2,0,0,0,1,0,0,0.566666667,0,21,8,4,2,17,6,12,5,0,5,9,3,0,1,0,2,0,1.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Bisping,Georges St-Pierre,0,Submission,4:23,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke Technical Submission,UFC Middleweight Title Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,3,8,27,1,0,7,27,7,0,0,7,0,0,0,0,0,0,0,0,0,15,20,0,0,15,20,10,0,5,14,1,0,0,1,1,0,0,0.35,17,42,5,0,12,42,7,1,4,12,0,0,0,0,0,0,0,0,17,25,0,0,17,25,8,4,5,17,0,0,0,1,0,0,0,0.45,24,10,16,0,8,10,6,0,2,6,0,2,0,0,0,0,0,0,36,18,9,3,27,15,23,1,3,8,0,19,1,1,0,1,0,2.466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Garbrandt,TJ Dillashaw,0,KO/TKO,2:41,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance,UFC Bantamweight Title Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,2,16,27,1,0,15,27,13,2,0,14,0,1,1,0,0,0,0,0.066666667,0,9,40,0,0,9,40,3,1,5,9,0,0,0,0,0,0,0,0,3,8,0,0,3,8,3,0,0,3,0,0,0,0,0,0,0,0,14,22,3,1,11,21,9,0,2,5,0,6,2,0,1,0,0,0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Jedrzejczyk,Rose Namajunas,0,KO/TKO,3:03,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance,UFC Women's Strawweight Title Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,1,5,37,0,0,5,37,2,1,2,5,0,0,0,0,0,0,0,0,0,18,19,3,0,15,19,14,0,1,8,0,7,1,0,0,0,0,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Thompson,Jorge Masvidal,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 26 - 30. Dave Tirelli 27 - 30. Eric Colon 27 - 30.,Welterweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,3,13,14,0,0,13,14,9,3,1,13,0,0,0,0,0,0,0,0,1,12,21,0,0,12,21,0,2,10,12,0,0,0,0,0,0,0,0,18,25,0,0,18,25,14,2,2,18,0,0,1,0,0,0,0,0.05,14,29,0,0,14,29,3,0,11,12,2,0,0,0,1,0,0,0.016666667,39,47,0,0,39,47,26,12,1,39,0,0,0,0,0,0,0,0.016666667,16,50,0,0,16,50,6,3,7,15,1,0,0,0,1,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johny Hendricks,Paulo Costa,0,KO/TKO,1:23,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,Middleweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,2,22,20,0,0,22,20,8,2,12,22,0,0,0,0,2,0,0,0,0,29,31,0,0,29,31,10,18,1,28,1,0,0,0,0,0,0,0,5,7,0,0,5,7,2,0,3,5,0,0,0,0,2,0,0,0,20,10,0,0,20,10,15,5,0,17,2,1,1,0,0,0,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Vick,Joe Duffy,1,KO/TKO,4:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance,Lightweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,2,18,50,0,0,18,50,11,5,2,17,1,0,0,0,0,0,0,0,1,16,24,0,0,16,24,6,5,5,15,1,0,0,2,0,0,0,0.5,25,45,1,0,24,45,16,5,3,17,3,4,1,0,0,0,0,0.066666667,10,17,1,0,9,17,3,2,4,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walt Harris,Mark Godbeer,0,DQ,4:29,3 Rnd (5-5-5),Blake Grice,,Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,1,34,19,13,2,21,17,17,4,0,5,1,15,0,1,0,0,0,3.183333333,0,9,13,6,1,3,12,2,1,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovince Saint Preux,Corey Anderson,1,KO/TKO,1:25,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,Light Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,3,16,12,1,0,15,12,9,3,3,11,4,0,0,0,0,0,0,0.016666667,1,23,11,9,4,14,7,8,4,2,8,5,1,0,2,3,0,0,3.183333333,11,7,6,0,5,7,5,0,0,3,2,0,0,0,0,0,0,0,32,14,21,8,11,6,7,2,2,2,4,5,0,2,2,0,0,3.933333333,3,7,0,0,3,7,3,0,0,3,0,0,1,0,0,0,0,0.016666667,5,2,0,0,5,2,4,0,1,4,1,0,0,0,1,0,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Brown,Mickey Gall,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Derek Cleary 28 - 29. Dave Tirelli 28 - 29. Chris Lee 27 - 29.,Welterweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,3,30,17,7,0,23,17,20,2,1,4,3,16,0,1,0,0,0,3.966666667,1,13,5,11,2,2,3,2,0,0,2,0,0,0,0,0,0,0,0.066666667,2,5,0,0,2,5,0,0,2,2,0,0,0,0,0,0,0,0.233333333,28,10,23,6,5,4,5,0,0,1,0,4,0,0,1,1,1,4.333333333,28,17,12,10,16,7,15,1,0,1,1,14,0,0,0,0,0,4.6,16,2,16,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksei Oleinik,Curtis Blaydes,0,TKO - Doctor's Stoppage,1:39,3 Rnd (5-5-5),Blake Grice,,Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,2,32,24,6,0,26,24,16,4,6,19,7,0,0,0,0,0,0,0.25,0,40,44,10,0,30,44,25,2,3,15,11,4,1,3,0,0,0,1.283333333,9,10,1,0,8,10,6,1,1,8,0,0,0,0,0,0,0,0,10,18,1,0,9,18,8,0,1,9,0,0,0,1,0,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiemann Zahabi,Ricardo Ramos,0,KO/TKO,1:58,3 Rnd (5-5-5),Todd Ronald Anderson,Spinning Back Elbow to Head At Distance Spinning Back Elbow,Bantamweight Bout,UFC 217: Bisping vs. St-Pierre,"New York City, New York, USA",11/4/17,3,18,14,1,0,17,14,9,8,0,10,7,0,0,0,1,0,1,1.666666667,0,14,11,3,0,11,11,6,0,5,7,0,4,0,3,1,0,0,0.6,17,23,0,0,17,23,17,0,0,17,0,0,0,0,0,0,0,0,19,29,0,0,19,29,13,2,4,19,0,0,0,0,1,0,0,0,12,22,0,0,12,22,12,0,0,12,0,0,0,0,0,0,0,0,12,12,0,0,12,12,11,1,0,12,0,0,1,0,0,0,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Brunson,Lyoto Machida,1,KO/TKO,2:30,5 Rnd (5-5-5-5-5),Osiris Maia,Punch to Head At Distance,Middleweight Bout,UFC Fight Night: Brunson vs. Machida,"Sao Paulo, Sao Paulo, Brazil",10/28/17,1,10,14,0,0,10,14,8,0,2,5,0,5,1,0,0,0,0,0.05,1,3,7,0,0,3,7,2,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demian Maia,Colby Covington,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Jerin Valel,Guilherme Bravo 27 - 29. Derek Cleary 27 - 30. Dave Tirelli 26 - 30.,Welterweight Bout,UFC Fight Night: Brunson vs. Machida,"Sao Paulo, Sao Paulo, Brazil",10/28/17,3,31,37,2,0,29,37,29,0,0,29,0,0,0,0,2,0,0,0.033333333,0,44,88,7,0,37,88,18,1,18,37,0,0,0,0,0,0,0,0.1,12,27,1,0,11,27,11,0,0,11,0,0,0,0,6,0,0,0,25,61,3,0,22,61,20,0,2,20,2,0,0,0,0,0,0,0.566666667,16,34,3,0,13,34,13,0,0,11,2,0,0,0,5,0,0,0,52,81,23,1,29,80,27,0,2,24,2,3,0,0,0,0,0,1.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Munhoz,Rob Font,1,Submission,4:03,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke On Ground,Bantamweight Bout,UFC Fight Night: Brunson vs. Machida,"Sao Paulo, Sao Paulo, Brazil",10/28/17,1,20,28,0,0,20,28,11,1,8,20,0,0,0,0,1,1,1,0.033333333,1,30,38,0,0,30,38,23,6,1,30,0,0,0,0,1,0,0,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Trinaldo,Jim Miller,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Osiris Maia,Dave Tirelli 28 - 29. Phillipe Iorio 28 - 29. Marcos Rosales 28 - 29.,Lightweight Bout,UFC Fight Night: Brunson vs. Machida,"Sao Paulo, Sao Paulo, Brazil",10/28/17,3,13,13,5,1,8,12,5,2,1,6,1,1,0,0,0,0,0,0.916666667,1,29,9,14,0,15,9,12,2,1,10,0,5,0,1,1,0,0,2.366666667,40,43,9,0,31,43,19,10,2,21,3,7,0,0,0,0,0,1.533333333,15,24,3,0,12,24,5,3,4,12,0,0,0,0,3,0,0,0,31,25,7,3,24,22,16,6,2,14,5,5,0,1,0,0,0,2.216666667,17,15,10,2,7,13,1,3,3,4,3,0,0,0,0,0,0,0.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Santos,Jack Hermansson,1,KO/TKO,4:59,3 Rnd (5-5-5),Jerin Valel,Punch to Head In Clinch,Middleweight Bout,UFC Fight Night: Brunson vs. Machida,"Sao Paulo, Sao Paulo, Brazil",10/28/17,1,29,51,1,0,28,51,22,5,1,17,4,7,1,0,0,0,0,0.05,1,5,23,0,0,5,23,4,0,1,5,0,0,0,0,2,0,0,0.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
